"Track URI","Track Name","Album Name","Artist Name(s)","Release Date","Duration (ms)","Popularity","Explicit","Genres","Record Label","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Time Signature"
"spotify:track:4eea4bKE9G2rl8FQ3oH7dw","Luna","Desde el Fin del Mundo","Duki;Asan","2021-04-22","200445","50","False","rap, latino","SSJ Records / DALE PLAY Records","0.655","0.866","2","-6.204","1","0.0691","0.16","0.00028","0.555","0.747","150.984","4"
"spotify:track:6KEb17S00Inf0v1qYDgUAj","Malbec","Desde el Fin del Mundo","Duki;Bizarrap","2021-04-22","175890","66","True","rap, latino","SSJ Records / DALE PLAY Records","0.705","0.692","9","-6.476","0","0.0357","0.574","0","0.13","0.444","122.991","4"
"spotify:track:550z5AYBsRxrOxHL934ZZS","Mi Diablo","Desde el Fin del Mundo","Duki","2021-04-22","192173","49","True","rap, latino","SSJ Records / DALE PLAY Records","0.72","0.67","1","-6.447","0","0.0838","0.351","0","0.0613","0.448","131.863","4"
"spotify:track:5B84PuLYzNjHvfy5EpgsfW","Fifty Fifty","Desde el Fin del Mundo","Duki;Pablo Chill-E;Obie Wanshot;Neo Pistea;Julianno Sosa;Young Cister","2021-04-22","280135","48","True","rap, latino, reggaetón","SSJ Records / DALE PLAY Records","0.812","0.687","5","-4.292","1","0.0597","0.0291","1.54E-5","0.681","0.629","139.016","4"
"spotify:track:27uT2ouF88miD988lpgkm5","Valentino","Desde el Fin del Mundo","Duki;Tobi","2021-04-22","156939","45","True","rap, latino","SSJ Records / DALE PLAY Records","0.456","0.753","9","-7.181","1","0.194","0.3","1.6E-5","0.286","0.3","138.096","4"
"spotify:track:7pKe9aetI14JCwKBZAEe6a","Cascada","Desde el Fin del Mundo","Duki","2021-04-22","192678","52","True","rap, latino","SSJ Records / DALE PLAY Records","0.77","0.603","5","-7.054","0","0.143","0.393","0","0.49","0.729","120.101","4"
"spotify:track:6JAtYFDUmBpKkr6nlsLUNI","Ticket","Desde el Fin del Mundo","Duki","2021-04-22","188889","54","True","rap, latino","SSJ Records / DALE PLAY Records","0.545","0.752","9","-6.508","1","0.0456","0.291","0","0.117","0.548","89.596","4"
"spotify:track:07cpSOrJeK2TNrbLXq3hCG","Muriendome","Desde el Fin del Mundo","Duki;KHEA","2021-04-22","159918","56","False","rap, latino","SSJ Records / DALE PLAY Records","0.655","0.822","3","-3.058","0","0.0314","0.206","0","0.131","0.54","142","4"
"spotify:track:6gAhoYC40nPWRXfc5Gq04H","Ella Es Mi Bitch","Desde el Fin del Mundo","Duki;Pekeño 77;Mesita;Franux BB;44 Kid","2021-04-22","246849","50","True","rap, latino, reggaetón, electrónica","SSJ Records / DALE PLAY Records","0.897","0.701","8","-4.917","1","0.127","0.272","0.000198","0.085","0.789","115.029","4"
"spotify:track:7vUZ4l9XWZLlYdkaRw5kXh","Muero de Fiesta Este Finde","Desde el Fin del Mundo","Duki;CA7RIEL","2021-04-22","193400","45","False","rap, latino","SSJ Records / DALE PLAY Records","0.588","0.815","4","-2.907","0","0.0464","0.23","0","0.267","0.24","142.037","4"
"spotify:track:1H2aLiua3VEig2qY0eU3s1","Sin Filtro","Intimo","Nicky Jam","2019-11-01","196506","33","False","reggaetón, latino","Sony Music Latin","0.818","0.648","7","-4.954","1","0.12","0.0545","1.32E-6","0.0967","0.496","89.043","4"
"spotify:track:5YpwO3cCgxcUgNbJnWuEfM","Tequila","Intimo","Nicky Jam","2019-11-01","173186","33","False","reggaetón, latino","Sony Music Latin","0.693","0.658","6","-5.416","1","0.125","0.329","0","0.114","0.679","169.799","4"
"spotify:track:2pWOMNQJW3g2zmGjP0Vkb0","Whine Up","Intimo","Nicky Jam;Anuel AA","2019-11-01","215459","63","False","reggaetón, latino, rap","Sony Music Latin","0.817","0.665","9","-6.224","0","0.0758","0.0549","0","0.103","0.662","104.957","4"
"spotify:track:1NuV7MPW6vlAsMlr10mumb","Maniquí","Intimo","Nicky Jam","2019-11-01","175293","31","False","reggaetón, latino","Sony Music Latin","0.753","0.636","1","-3.563","0","0.105","0.0966","0","0.321","0.893","171.805","4"
"spotify:track:24UXULlkYRgpgHjHfWqPO4","Perdóname","Intimo","Nicky Jam;Darell","2019-11-01","177400","31","False","reggaetón, latino, rap","Sony Music Latin","0.874","0.817","0","-5.745","1","0.0966","0.0767","0","0.0438","0.968","90.018","4"
"spotify:track:5qpXuQa1RcE4t14YDWWfGp","Novia Nueva","Intimo","Nicky Jam","2019-11-01","179533","33","False","reggaetón, latino","Sony Music Latin","0.729","0.653","8","-5","1","0.0611","0.245","0","0.0962","0.826","174.012","4"
"spotify:track:4thYedllWlJQOnrplPxwfA","Quisieras","Intimo","Nicky Jam;Rauw Alejandro","2019-11-01","185693","39","False","reggaetón, latino, rap","Sony Music Latin","0.881","0.725","10","-5.152","1","0.0464","0.222","0","0.0596","0.712","97.019","4"
"spotify:track:3tW1kXsFBAqBaPAZ73YUna","Destino","Intimo","Nicky Jam","2019-11-01","201106","36","False","reggaetón, latino","Sony Music Latin","0.832","0.633","0","-5.484","1","0.0673","0.294","0","0.0839","0.603","93.955","4"
"spotify:track:4HVMGcAkoArlmbdda5h1Gi","Come y Te Vas","Intimo","Nicky Jam","2019-11-01","165493","30","False","reggaetón, latino","Sony Music Latin","0.699","0.69","7","-3.666","1","0.247","0.0841","0","0.134","0.828","83.852","4"
"spotify:track:3OEQnJuFR0idVAcwTIkWCH","Borracho","Intimo","Nicky Jam","2019-11-01","207413","31","False","reggaetón, latino","Sony Music Latin","0.663","0.445","0","-6.945","1","0.0428","0.16","0","0.093","0.423","98.469","4"
"spotify:track:7FlUOV2d2Mu5sEn5gVbnZR","La Toco","Intimo","Nicky Jam","2019-11-01","136186","28","False","reggaetón, latino","Sony Music Latin","0.808","0.681","9","-4.389","1","0.29","0.595","0","0.153","0.469","92.041","4"
"spotify:track:26Qhn2T88XqVinXQpmSarj","Atrévete","Intimo","Nicky Jam;Sech","2019-11-01","198320","56","False","reggaetón, latino","Sony Music Latin","0.552","0.675","11","-3.824","1","0.297","0.311","0","0.119","0.586","183.785","4"
"spotify:track:4PJ3umtW1aWdfh5EITHc6T","Te Robaré","Intimo","Nicky Jam;Ozuna","2019-11-01","201818","69","False","reggaetón, latino, rap","Sony Music Latin","0.673","0.752","2","-3.572","0","0.0561","0.241","4.51E-5","0.0813","0.797","175.997","4"
"spotify:track:5YUyW9opqNsMSEzzecZih1","X","Intimo","Nicky Jam;J Balvin","2019-11-01","172854","78","False","reggaetón, latino","Sony Music Latin","0.594","0.749","9","-5.298","0","0.056","0.0338","0.00106","0.3","0.694","179.968","4"
"spotify:track:0NJjYoxIw73eZjKZga8jvV","La Promesa (La Calle)","Intimo","Nicky Jam","2019-11-01","173106","32","False","reggaetón, latino","Sony Music Latin","0.844","0.735","10","-4.67","0","0.198","0.251","0","0.118","0.596","107.007","4"
"spotify:track:3nRmDz7qGCvsMS30rGGY0x","Welcome To New York","1989 (Deluxe)","Taylor Swift","2014-01-01","212600","52","False","pop","Taylor Swift","0.789","0.634","7","-4.762","1","0.0323","0.0348","1.64E-6","0.302","0.658","116.992","4"
"spotify:track:1u8c2t2Cy7UBoG4ArRcF5g","Blank Space","1989 (Deluxe)","Taylor Swift","2014-01-01","231826","86","False","pop","Taylor Swift","0.76","0.703","5","-5.412","1","0.054","0.103","0","0.0913","0.57","95.997","4"
"spotify:track:0ug5NqcwcFR2xrfTkc7k8e","Style","1989 (Deluxe)","Taylor Swift","2014-01-01","231000","86","False","pop","Taylor Swift","0.588","0.791","7","-5.595","1","0.0402","0.00245","0.00258","0.118","0.487","94.933","4"
"spotify:track:0qUnBLZ8bJqUNEeQgayL9t","Out Of The Woods","1989 (Deluxe)","Taylor Swift","2014-01-01","235800","64","False","pop","Taylor Swift","0.553","0.841","7","-6.937","1","0.0396","0.000743","1.19E-5","0.341","0.338","92.008","4"
"spotify:track:6aLOekfwbytwWvQftxTEF0","All You Had To Do Was Stay","1989 (Deluxe)","Taylor Swift","2014-01-01","193293","52","False","pop","Taylor Swift","0.605","0.725","5","-5.729","1","0.0323","0.00201","2.02E-5","0.101","0.539","96.97","4"
"spotify:track:0cqRj7pUJDkTCEsJkx8snD","Shake It Off","1989 (Deluxe)","Taylor Swift","2014-01-01","219200","84","False","pop","Taylor Swift","0.647","0.8","7","-5.384","1","0.165","0.0647","0","0.334","0.942","160.078","4"
"spotify:track:5gRYrtvyVyaCRvLt56OfuV","I Wish You Would","1989 (Deluxe)","Taylor Swift","2014-01-01","207440","55","False","pop","Taylor Swift","0.653","0.893","0","-5.966","1","0.0538","0.0158","4.95E-5","0.102","0.513","118.035","4"
"spotify:track:2NlmmAjGYrrjAp0MED5rGx","Bad Blood","1989 (Deluxe)","Taylor Swift","2014-01-01","211933","54","False","pop","Taylor Swift","0.646","0.794","7","-6.104","1","0.19","0.0885","6.16E-6","0.201","0.287","170.216","4"
"spotify:track:4A4A6dwl5DqdqrZaEtKGPR","Wildest Dreams","1989 (Deluxe)","Taylor Swift","2014-01-01","220440","56","False","pop","Taylor Swift","0.55","0.688","8","-7.416","1","0.0897","0.0692","0.00144","0.106","0.465","139.997","4"
"spotify:track:0fM9dEhUFV4MHDuJgrcfOv","How You Get The Girl","1989 (Deluxe)","Taylor Swift","2014-01-01","247533","60","False","pop","Taylor Swift","0.765","0.656","5","-6.112","1","0.0504","0.00364","0.00868","0.0918","0.545","119.997","4"
"spotify:track:4L560fic5PaTuCFm6CviKa","This Love","1989 (Deluxe)","Taylor Swift","2014-01-01","250093","54","False","pop","Taylor Swift","0.481","0.435","4","-8.795","1","0.0321","0.678","0","0.0928","0.107","143.95","4"
"spotify:track:6EwNJz8CuVsrsLvXprJ20Q","I Know Places","1989 (Deluxe)","Taylor Swift","2014-01-01","195706","53","False","pop","Taylor Swift","0.602","0.755","0","-4.991","1","0.071","0.245","0","0.178","0.495","159.965","4"
"spotify:track:1NmVZsG18CzCAtw7rnV3yA","Clean","1989 (Deluxe)","Taylor Swift","2014-01-01","271000","58","False","pop","Taylor Swift","0.815","0.377","4","-7.754","1","0.0346","0.232","0","0.1","0.211","103.97","4"
"spotify:track:6RvRzl1YJTDnUvdOtV21IK","Wonderland","1989 (Deluxe)","Taylor Swift","2014-01-01","245560","57","False","pop","Taylor Swift","0.422","0.692","3","-5.447","1","0.0549","0.0493","2.57E-5","0.177","0.197","184.014","4"
"spotify:track:2KrOAg6FftbjgSKdd2a4rS","You Are In Love","1989 (Deluxe)","Taylor Swift","2014-01-01","267106","57","False","pop","Taylor Swift","0.474","0.48","2","-8.894","1","0.0622","0.707","0.000108","0.0903","0.319","170.109","4"
"spotify:track:0qAIiGFKLdV1xpNlEhjpq8","New Romantics","1989 (Deluxe)","Taylor Swift","2014-01-01","230466","65","False","pop","Taylor Swift","0.633","0.889","5","-5.87","1","0.0715","0.00463","0.000458","0.0658","0.584","121.956","4"
"spotify:track:4FoV729rw7IhoKlMZW5K5V","I Know Places - Voice Memo","1989 (Deluxe)","Taylor Swift","2014-01-01","216333","1","False","pop","Taylor Swift","0.592","0.128","9","-17.932","0","0.589","0.829","0","0.527","0.15","78.828","4"
"spotify:track:4eTXfpHxhxVofrBUjAhPMg","I Wish You Would - Voice Memo","1989 (Deluxe)","Taylor Swift","2014-01-01","107133","1","False","pop","Taylor Swift","0.781","0.357","0","-16.394","1","0.912","0.717","0","0.185","0.645","118.317","4"
"spotify:track:4e6QU4gpfZj9xxcK856RgG","Blank Space - Voice Memo","1989 (Deluxe)","Taylor Swift","2014-01-01","131186","0","False","pop","Taylor Swift","0.675","0.234","5","-15.064","0","0.721","0.801","0","0.657","0.578","127.296","4"
"spotify:track:5RPdXtlqeRK4Qtgkix042H","Fantasmas","Safari","Miranda!","2014-05-05","214621","58","False","pop, latino","Pelo Music S.A.","0.691","0.843","2","-4.409","1","0.0389","0.038","0.0062","0.0557","0.485","126.001","4"
"spotify:track:5UUIqKFpTq2Ri3YvFcof5c","Extraño","Safari","Miranda!","2014-05-05","236903","62","False","pop, latino","Pelo Music S.A.","0.608","0.86","4","-4.262","0","0.0279","0.000492","0.0195","0.284","0.62","116.006","4"
"spotify:track:2afuFl8lOdgOwE8ac28IVD","Es por Él","Safari","Miranda!","2014-05-05","176179","34","False","pop, latino","Pelo Music S.A.","0.71","0.99","3","-4.257","1","0.0472","0.0395","0.00183","0.0899","0.674","136.999","4"
"spotify:track:6a4DlD5yDFjZwQw6eGPxS0","Sólo Lo Sabe la Luna","Safari","Miranda!","2014-05-05","210670","34","False","pop, latino","Pelo Music S.A.","0.596","0.87","4","-5.102","0","0.0335","0.18","0.02","0.247","0.883","180.038","4"
"spotify:track:35FCukIUqbacEiJ1MeNGrC","Miro la Vida Pasar","Safari","Miranda!;Fangoria","2014-05-05","213915","38","False","pop, latino","Pelo Music S.A.","0.626","0.958","9","-5.036","1","0.061","0.0134","5.78E-6","0.111","0.544","129.932","4"
"spotify:track:5p78JoW7jO9Xrweopphiw0","Sé Mía","Safari","Miranda!","2014-05-05","186630","37","False","pop, latino","Pelo Music S.A.","0.508","0.68","5","-5.181","1","0.0274","0.00112","0.0225","0.134","0.679","168.04","4"
"spotify:track:7x816ayVLSUVMoNiuxElL8","Buen Día","Safari","Miranda!","2014-05-05","171253","38","False","pop, latino","Pelo Music S.A.","0.533","0.811","10","-4.175","1","0.0478","0.000761","0.000296","0.168","0.793","155.989","4"
"spotify:track:6WGLSkAI0uSFuUC5A1cUrW","Nadie Como Tú","Safari","Miranda!","2014-05-05","205794","52","False","pop, latino","Pelo Music S.A.","0.805","0.944","9","-3.752","1","0.0266","0.0908","0.00282","0.0881","0.967","104.013","4"
"spotify:track:4h5umSNtc2WJl1ls5B4BcB","Fotos","Safari","Miranda!","2014-05-05","209883","33","False","pop, latino","Pelo Music S.A.","0.727","0.882","0","-4.448","1","0.0613","0.0109","0.00428","0.066","0.835","90.502","4"
"spotify:track:3QIWJxTS16T9ioSJdvdZho","Para Olvidar Tu Amor","Safari","Miranda!","2014-05-05","203376","37","False","pop, latino","Pelo Music S.A.","0.557","0.846","11","-4.74","1","0.0303","0.00458","0.061","0.093","0.554","148.03","4"
"spotify:track:2RRuHDopsh9tvmIHibPATr","Fantasmas - Versión Acústica","Safari","Miranda!","2014-05-05","222624","29","False","pop, latino","Pelo Music S.A.","0.785","0.548","2","-5.809","1","0.0354","0.695","0","0.0848","0.632","122.985","4"
"spotify:track:6az5WAcx20hzYkvSDOkj7n","Extraño - Versión Acústica","Safari","Miranda!","2014-05-05","232672","44","False","pop, latino","Pelo Music S.A.","0.731","0.567","7","-6.862","1","0.0376","0.779","2.51E-6","0.0726","0.818","118.001","4"
"spotify:track:6eHL4ZpHE8fVq5d8yCuv7E","Es por Él - Versión Acústica","Safari","Miranda!","2014-05-05","173482","24","False","pop, latino","Pelo Music S.A.","0.825","0.484","3","-7.769","1","0.0458","0.707","0.000511","0.097","0.457","136.939","4"
"spotify:track:1CZQ7ohxOHY99G5UEOI3r2","Sólo Lo Sabe la Luna - Versión Acústica","Safari","Miranda!","2014-05-05","204896","25","False","pop, latino","Pelo Music S.A.","0.514","0.569","4","-7.179","0","0.049","0.679","0","0.15","0.94","179.952","4"
"spotify:track:59hWvFEZOSTDI1v17kQ1H4","Miro la Vida Pasar - Versión Acústica","Safari","Miranda!","2014-05-05","212053","23","False","pop, latino","Pelo Music S.A.","0.343","0.403","9","-6.481","1","0.031","0.782","0","0.104","0.335","87.288","3"
"spotify:track:2qI3DA3n0j51DQp4pAnDYb","Sé Mía - Versión Acústica","Safari","Miranda!","2014-05-05","188288","26","False","pop, latino","Pelo Music S.A.","0.784","0.47","5","-5.859","1","0.0486","0.437","0","0.121","0.922","167.963","4"
"spotify:track:79NZjjVeINi2ZgilN7OYJw","Buen Día - Versión Acústica","Safari","Miranda!","2014-05-05","133695","22","False","pop, latino","Pelo Music S.A.","0.595","0.598","10","-6.421","1","0.0313","0.623","0","0.094","0.658","155.95","4"
"spotify:track:675FbNtPQ9PP0EduuIXnpZ","Nadie Como Tú - Versión Acústica","Safari","Miranda!","2014-05-05","185498","25","False","pop, latino","Pelo Music S.A.","0.916","0.313","9","-7.626","1","0.0393","0.537","0","0.0822","0.412","103.91","4"
"spotify:track:4gHpX4D2u8KB75quSxmTOk","Fotos - Versión Acústica","Safari","Miranda!","2014-05-05","154032","23","False","pop, latino","Pelo Music S.A.","0.728","0.54","5","-5.51","1","0.036","0.767","0","0.0947","0.766","90.554","4"
"spotify:track:2V5ONZtefNGjyUX4wm7ZFa","Para Olvidar Tu Amor - Versión Acústica","Safari","Miranda!","2014-05-05","175369","22","False","pop, latino","Pelo Music S.A.","0.763","0.404","3","-8.83","0","0.0446","0.697","7.68E-6","0.119","0.49","148.079","4"
"spotify:track:2rKkfc4VZ74FQDc1FF1Zo6","Body to Body","ARIRANG","BTS","2026-03-20","189725","94","False","pop","BIGHIT MUSIC","0.674","0.788","6","-3.367","0","0.0442","0.113","2.16E-6","0.168","0.495","120.016","4"
"spotify:track:20dAJsyno9ZoBLJtqgQnUI","Hooligan","ARIRANG","BTS","2026-03-20","182046","94","False","pop","BIGHIT MUSIC","0.666","0.494","1","-5.265","0","0.101","0.144","0","0.13","0.442","135.147","4"
"spotify:track:5tg21NdePCn5m8F9BXOEeJ","Aliens","ARIRANG","BTS","2026-03-20","167751","92","False","pop","BIGHIT MUSIC","0.707","0.739","11","-3.075","1","0.0575","0.0984","0","0.843","0.503","98.015","4"
"spotify:track:0KmrKOdScRDVYwWS8hkkdv","FYA","ARIRANG","BTS","2026-03-20","180543","93","False","pop","BIGHIT MUSIC","0.705","0.817","11","-4.908","0","0.212","0.00127","0","0.11","0.457","128.955","4"
"spotify:track:3bmpXHVie1GTy37OkXJ7Vc","2","ARIRANG","BTS","2026-03-20","169929","94","False","pop","BIGHIT MUSIC","0.929","0.542","0","-4.395","1","0.0522","0.018","6.92E-6","0.175","0.27","130.026","4"
"spotify:track:3plyGpDgzfrnZbpElpfioV","No. 29","ARIRANG","BTS","2026-03-20","98453","89","False","pop","BIGHIT MUSIC","","","","","","","","","","","",""
"spotify:track:68lbSrXDORS51pmyjZv712","SWIM","ARIRANG","BTS","2026-03-20","159007","98","False","pop","BIGHIT MUSIC","0.531","0.706","6","-5.487","0","0.0638","0.153","0","0.117","0.157","93.811","4"
"spotify:track:3VegC0PZiHjGxb80DER8XU","Merry Go Round","ARIRANG","BTS","2026-03-20","229855","91","False","pop","BIGHIT MUSIC","0.601","0.634","8","-6.461","1","0.0431","0.34","2.68E-5","0.106","0.258","84.015","4"
"spotify:track:4B4Q7zfd0aHcuhQBfCRnH5","NORMAL","ARIRANG","BTS","2026-03-20","181649","93","True","pop","BIGHIT MUSIC","0.464","0.774","1","-4.225","0","0.081","0.206","0","0.193","0.651","73.071","4"
"spotify:track:2IFND3phjzIG1RcPnHh2hP","Like Animals","ARIRANG","BTS","2026-03-20","189746","92","False","pop","BIGHIT MUSIC","0.454","0.851","3","-3.429","1","0.0459","0.0596","0","0.11","0.328","78.944","4"
"spotify:track:0b61A7v9agI08BG21jJPQ9","they don’t know ’bout us","ARIRANG","BTS","2026-03-20","164241","93","False","pop","BIGHIT MUSIC","0.744","0.653","9","-4.525","0","0.0727","0.28","0","0.0986","0.635","137.978","4"
"spotify:track:6s3w7SUVtmm68Bw5KrKMh0","One More Night","ARIRANG","BTS","2026-03-20","167589","91","False","pop","BIGHIT MUSIC","0.655","0.802","6","-5.649","1","0.0742","0.202","0","0.0961","0.641","116.964","4"
"spotify:track:1XpVhaI4HzWrhRWIpdfyJB","Please","ARIRANG","BTS","2026-03-20","172796","91","False","pop","BIGHIT MUSIC","0.644","0.644","5","-5.944","1","0.0349","0.0686","0","0.165","0.39","84.974","4"
"spotify:track:1ZNolq7VI7efGlh2hb2VVr","Into the Sun","ARIRANG","BTS","2026-03-20","227660","91","False","pop","BIGHIT MUSIC","0.702","0.587","5","-4.453","1","0.0402","0.101","0","0.119","0.338","99.05","4"
"spotify:track:0fQbLONJQqFSePMz1I4UNT","Cabildo y Juramento","Cabildo y Juramento","Conociendo Rusia","2019-10-04","203826","57","False","indie, latino, rock","Geiser Discos","0.714","0.52","7","-5.625","0","0.0367","0.264","2.64E-6","0.344","0.541","129.911","4"
"spotify:track:7jcXQXxo0lvpwg2twqJpqc","Quiero Que Me Llames","Cabildo y Juramento","Conociendo Rusia","2019-10-04","258106","60","False","indie, latino, rock","Geiser Discos","0.665","0.839","1","-4.383","1","0.0375","0.254","2.75E-6","0.249","0.636","123.982","4"
"spotify:track:5gzeDHcCSxKU4KcBcDWJTc","Puede Ser","Cabildo y Juramento","Conociendo Rusia","2019-10-04","230960","59","False","indie, latino, rock","Geiser Discos","0.694","0.595","9","-7.658","1","0.0331","0.138","2.7E-6","0.0896","0.315","106.949","4"
"spotify:track:0wgCxklMqVJawo83Xhk6ww","En Todos los Lugares","Cabildo y Juramento","Conociendo Rusia","2019-10-04","243093","49","False","indie, latino, rock","Geiser Discos","0.781","0.558","10","-7.561","1","0.0346","0.284","8.64E-5","0.0683","0.727","115.014","4"
"spotify:track:4bLEdN7hL33Qv4fCz5VLMG","Cosas para Decirte","Cabildo y Juramento","Conociendo Rusia","2019-10-04","340920","46","False","indie, latino, rock","Geiser Discos","0.587","0.362","7","-7.636","1","0.0276","0.199","1.09E-5","0.0819","0.248","145.961","4"
"spotify:track:2O7w0qgKXSLBg0mKV0XfOt","30 Años","Cabildo y Juramento","Conociendo Rusia","2019-10-04","195986","43","False","indie, latino, rock","Geiser Discos","0.697","0.818","4","-4.91","0","0.0382","0.321","0","0.227","0.828","126.972","4"
"spotify:track:29WjfUKhMuEVdO8iCRw2eE","Otra Oportunidad","Cabildo y Juramento","Conociendo Rusia","2019-10-04","243040","53","False","indie, latino, rock","Geiser Discos","0.703","0.676","9","-5.839","0","0.0276","0.133","1.22E-6","0.169","0.779","108.967","4"
"spotify:track:36a3ktHwMG5xvGpsyt1I0c","Luces de Neón","Cabildo y Juramento","Conociendo Rusia","2019-10-04","230053","50","False","indie, latino, rock","Geiser Discos","0.69","0.519","4","-7.241","1","0.0246","0.314","2.08E-5","0.0878","0.523","90.978","4"
"spotify:track:522MbOYOtRZTyRQNfJrE5h","Montaña Infinita","Cabildo y Juramento","Conociendo Rusia","2019-10-04","230866","41","False","indie, latino, rock","Geiser Discos","0.616","0.395","2","-6.017","1","0.0301","0.289","5.6E-6","0.166","0.398","120.758","3"
"spotify:track:5S6O5UYDS2dxVTY7JSF9xy","Road to Hell","Hadestown (Original Broadway Cast Recording)","André De Shields;Hadestown Original Broadway Company;Anaïs Mitchell","2019-07-26","317879","60","False","musicales","Sing It Again Records","0.507","0.651","8","-4.937","1","0.194","0.676","1.55E-5","0.0642","0.7","98.995","4"
"spotify:track:0HZq47ubBTbuUUPGSueUOh","Any Way the Wind Blows","Hadestown (Original Broadway Cast Recording)","Eva Noblezada;Jewelle Blackman;Yvette Gonzalez-Nacer;Kay Trinidad;Anaïs Mitchell;Hadestown Original Broadway Company","2019-07-26","225805","61","False","musicales","Sing It Again Records","0.437","0.274","5","-9.041","1","0.0622","0.888","0","0.178","0.274","89.045","3"
"spotify:track:15r85VRFlKo2w8a5ymikr7","Come Home with Me","Hadestown (Original Broadway Cast Recording)","Reeve Carney;Eva Noblezada;André De Shields;Afra Hines;Timothy Hughes;Anaïs Mitchell;Ahmad Simmons;John Krause;Kimberly Marable;Hadestown Original Broadway Company","2019-07-26","107649","59","False","musicales","Sing It Again Records","0.499","0.314","9","-10.737","1","0.139","0.811","0","0.103","0.392","183.961","4"
"spotify:track:1yy0XglPOI5E8NKbtGH3OO","Wedding Song","Hadestown (Original Broadway Cast Recording)","Reeve Carney;Eva Noblezada;Afra Hines;Timothy Hughes;John Krause;Kimberly Marable;Anaïs Mitchell;Ahmad Simmons;Hadestown Original Broadway Company","2019-07-26","213198","61","False","musicales","Sing It Again Records","0.603","0.57","7","-6.242","1","0.035","0.427","0.000674","0.106","0.192","92.315","4"
"spotify:track:0XmLRP1GkjjRrdIx0G75Dj","Epic I","Hadestown (Original Broadway Cast Recording)","Reeve Carney;André De Shields;Anaïs Mitchell;Hadestown Original Broadway Company","2019-07-26","192891","57","False","musicales","Sing It Again Records","0.617","0.18","5","-11.518","1","0.193","0.926","0","0.1","0.405","127.117","3"
"spotify:track:2IZiwBnwtrc0Fd8VIwAPeG","Livin' it Up on Top","Hadestown (Original Broadway Cast Recording)","Amber Gray;André De Shields;Reeve Carney;Hadestown Original Broadway Company;Anaïs Mitchell","2019-07-26","329696","58","False","musicales","Sing It Again Records","0.536","0.662","0","-5.574","1","0.226","0.477","5.19E-5","0.0504","0.504","105.491","4"
"spotify:track:0irU6Rwf7WBfLIZ8i1DGur","All I've Ever Known (""In spite of herself..."") [Intro]","Hadestown (Original Broadway Cast Recording)","André De Shields;Hadestown Original Broadway Company;Anaïs Mitchell","2019-07-26","40925","55","False","musicales","Sing It Again Records","0.754","0.106","10","-19.676","0","0.0443","0.921","0.00101","0.111","0.59","119.784","4"
"spotify:track:0DBF9dFpekB4AMCYiR2SSY","All I've Ever Known","Hadestown (Original Broadway Cast Recording)","Eva Noblezada;Reeve Carney;Anaïs Mitchell;Hadestown Original Broadway Company","2019-07-26","243331","60","False","musicales","Sing It Again Records","0.647","0.276","1","-10.793","1","0.0324","0.887","5.55E-5","0.118","0.212","119.897","4"
"spotify:track:5fnl0Tyeh4r5gPANdaVu61","Way Down Hadestown","Hadestown (Original Broadway Cast Recording)","Hadestown Original Broadway Company;Anaïs Mitchell","2019-07-26","300246","59","False","musicales","Sing It Again Records","0.655","0.622","10","-5.413","0","0.187","0.657","1.86E-5","0.0637","0.547","93.088","4"
"spotify:track:4UjHCwSYfl0uWOyPktTv4u","A Gathering Storm","Hadestown (Original Broadway Cast Recording)","André De Shields;Reeve Carney;Eva Noblezada;Jewelle Blackman;Yvette Gonzalez-Nacer;Anaïs Mitchell;Kay Trinidad;Hadestown Original Broadway Company","2019-07-26","93201","55","False","musicales","Sing It Again Records","0.326","0.299","2","-10.527","0","0.0343","0.845","1.16E-5","0.0797","0.174","110.146","3"
"spotify:track:0CqUTgTtbPMntR7LE8xdoa","Epic II","Hadestown (Original Broadway Cast Recording)","Reeve Carney;Hadestown Original Broadway Company;Anaïs Mitchell","2019-07-26","146366","56","False","musicales","Sing It Again Records","0.499","0.416","5","-6.829","1","0.0558","0.812","3.26E-6","0.601","0.355","134.686","3"
"spotify:track:78Ii0NNdsL7wSQbYE50kAk","Chant","Hadestown (Original Broadway Cast Recording)","Hadestown Original Broadway Company;Anaïs Mitchell","2019-07-26","391011","60","False","musicales","Sing It Again Records","0.566","0.561","8","-6.662","0","0.0527","0.728","0","0.134","0.501","93.992","4"
"spotify:track:3sinFkDuVOd2oJ8XKCyKuf","Hey, Little Songbird","Hadestown (Original Broadway Cast Recording)","Patrick Page;Eva Noblezada;Anaïs Mitchell;Hadestown Original Broadway Company","2019-07-26","212617","57","False","musicales","Sing It Again Records","0.481","0.286","0","-12.853","0","0.0664","0.38","0.000152","0.234","0.247","127.299","3"
"spotify:track:2L9kJVudxeW91NpF9pVAbG","When the Chips are Down (""Songbird vs. rattlesnake..."") [Intro]","Hadestown (Original Broadway Cast Recording)","André De Shields;Hadestown Original Broadway Company;Anaïs Mitchell","2019-07-26","20264","10","False","musicales","Sing It Again Records","0.64","0.406","10","-14.417","0","0.653","0.904","0","0.0967","0.473","95.473","4"
